idx,rot_sign,SMILES,point_group,point_group_noH
086417,-1,CO[C@@H]1OC=C(C)[C@H]2CC[C@@H](C)[C@@H]12,C1,C1
086418,-1,C1=C[C@@H](Oc2ccccc2)CCC1,C1,C1
086419,-1,C[C@]12CCCCN1C[C@H]1C[C@@H]2CN2CCCC[C@@H]12,C1,C1
086420,-1,O=C1O[C@H]([C@H](O)CO)C[C@@H]1Cl,C1,C1
086421,-1,CCP(CC)C[C@@H]1OC(C)(C)O[C@H]1CP(CC)CC,C1,C1
086422,-1,C[C@@H]1CC[C@H]2[C@H](C2(C)C)[C@@]12CCC(=O)C2,C1,C1
086423,-1,COCCOC[C@H](N)c1ccccc1,C1,C1
086424,-1,CC(=O)O[C@@H]1OC(=O)[C@@H]2[C@H]1C2(C)C,C1,C1
086425,-1,CC(=O)[C@@H]1CCC[C@@H]1c1ccccc1,C1,C1
086426,-1,C[C@@]12CC[C@@](C(=O)O)(C1)OC2=O,C1,C1
086427,-1,C[C@@H]1[C@H]2CC=C[C@H]2C[C@H]1OS(C)(=O)=O,C1,C1
086428,-1,CC1C(=O)CC[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H]1C,C1,C1
086429,-1,CO[C@@H]1[C@H](C)[C@H]([C@H](C)CO)OC(=O)[C@H]1C,C1,C1
086430,-1,CC(C)C1=C[C@@](C)(CO[Si](C)(C)C(C)(C)C)CC1,C1,C1
086431,-1,CCCCCCCCCCCCCCCC[C@@H](N)C(=O)O,C1,C1
086432,-1,CC(C)P(C[C@@H]1OC(C)(C)O[C@H]1CP(C(C)C)C(C)C)C(C)C,C1,C1
086433,-1,C=CCB1OC2[C@](C)(O1)[C@H]1CC[C@]2(C)C1(C)C,C1,C1
086434,-1,COC(=O)[C@@H](O)[C@@H](O)C[C@H](Cl)C(=O)O,C1,C1
086435,-1,OC[C@]1(F)[C@@H]2C=C[C@H]1C1(C2)OCCO1,C1,C1
086436,-1,CC(C)[C@@H]1CC[C@@]2(C)[C@H]1[C@H]1[C@H](O)[C@]3(C)C[C@@H]3C[C@]1(C)C[C@H]2O,C1,C1
086437,-1,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)[C@@]2(O)Cc1ccccc1,C1,C1
086438,-1,C1=CN2[C@@H](CC1)OC[C@H]2c1ccccc1,C1,C1
086439,-1,COC(=O)C1=C[C@@H](OC(C)=O)C[C@H](O)C1,C1,C1
086440,-1,CCOC(C)O[C@@H](CC(=O)OC)C(=O)OC,C1,C1
086441,-1,C=C[C@@]1(C)C[C@H](OCc2ccccc2)C=CO1,C1,C1
086442,-1,BrC1=C[C@@H]2C[C@H](OCc3ccccc3)[C@H]1O2,C1,C1
086443,-1,C[C@@H](COC(=O)Nc1ccccc1)COC(C)(C)C,C1,C1
086444,-1,CCOB(CC)[C@@H]1CCC[C@H]1c1ccccc1,C1,C1
086445,-1,CCCCCC(=O)[C@@H]1CCC[C@@H]1c1ccccc1,C1,C1
086446,-1,CC1=CC(=O)O[C@@H]1COCc1ccccc1,C1,C1
086447,-1,CC(C)C1=C[C@@](C)(CO[Si](C)(C)C(C)(C)C)CC1=O,C1,C1
086448,-1,COC(=O)/C=C(\C)CC[C@@H]1OC(C)(C)OC1(C)C,C1,C1
086449,-1,O=C1[C@@H](O)[C@@H]2C[C@H](OCc3ccccc3)[C@H]1O2,C1,C1
086450,-1,CC[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(CC)CCN2,C1,C1
086451,-1,COC(=O)[C@H](c1ccccc1)N1C(=O)C=CC1=O,C1,C1
086452,-1,CO[C@@H](C)CC(OC)(c1ccccc1)c1ccccc1,C1,C1
086453,-1,CC1(C)OC[C@H]([C@@H]2C[C@@H](N=[N+]=[N-])C(O)O2)O1,C1,C1
086454,-1,CCOC(=O)NCC[C@@H](CO[Si](C)(C)C(C)(C)C)OCOC,C1,C1
086455,-1,CCOC(=O)N1C[C@H](O)[C@H]2OC(=O)C[C@H]21,C1,C1
086456,-1,C[C@]1(c2ccc3ccccc3c2)OC(=O)c2ccccc21,C1,C1
086457,-1,COc1cccc(C(=O)N[C@@H](C)c2ccccc2)c1,C1,C1
086458,-1,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(=O)N=[N+]=[N-],C1,C1
086459,-1,CCOC(=O)C[C@@H]1[C@@H](O)CCN1C(=O)OCC,C1,C1
086460,-1,CC(C)=CCC[C@@H](C)[C@@H]1CC[C@@]2(C)C=CC=C(C)[C@H]2[C@@H]1O,C1,C1
086461,-1,C#C/C=C\CCCCCC/C=C\C#CCCCC#CC#C[C@@H](O)CO,C1,C1
086462,-1,COC(=O)CC[C@H](O[Si](C)(C)C(C)(C)C)c1ccccc1,C1,C1
086463,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OS(=O)c1ccc(C(C)(C)C)cc1,C1,C1
086464,-1,C[C@H](NC(=O)c1ccccc1-c1ccccc1)c1ccccc1,C1,C1
086465,-1,CCOP(=O)(C/N=C1\C[C@@H]2CC[C@@]1(C)C2(C)C)OCC,C1,C1
086466,-1,CC1=C2CCCC(=O)[C@@]2(C)CC[C@@H]1OC(=O)c1ccccc1,C1,C1
086467,-1,C=CC[C@@]1(Cc2cc(OC)ccc2OC)COC(C)(C)O1,C1,C1
086468,-1,COc1ccc2c(c1)CCC1=C2CC[C@]2(C)[C@H](O)CC[C@@H]12,C1,C1
086469,-1,CC(=O)O[C@@H]1C(=O)[C@@H]2O[C@H]1C[C@@H]2OCc1ccccc1,C1,C1
086470,-1,CCC#CC[C@@]1(C(=O)OC)C(=O)CC[C@@H]1CC(=O)OC,C1,C1
086471,-1,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)N[C@@H](C)C(=O)OC,C1,C1
086472,-1,[C-]#[N+]CS(=O)(=O)CCO[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C1,C1
086473,-1,C=C1[C@@H](OCOC)C[C@@H]2C[C@]12C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C1,C1
086474,-1,CCOC(=O)C[C@@H]1[C@@H](OC(C)=O)CCN1C(=O)OCC,C1,C1
086475,-1,C=CCB1O[C@]2(C)[C@](c3ccccc3)(O1)[C@H]1CC[C@]2(C)C1(C)C,C1,C1
086476,-1,COC(=O)[C@H]1OC(C)(C)O[C@H]1C[C@@H](CO)OCc1ccccc1,C1,C1
086477,-1,CO/N=C/C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)(C)c1ccccc1,C1,C1
086478,-1,CC(=O)O[C@@H]1C(=O)O[C@@H]2O[C@H]1C[C@@H]2OCc1ccccc1,C1,C1
086479,-1,OCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,C1,C1
086480,-1,O=C(O[C@@H]1C(=O)O[C@@H]2O[C@H]1C[C@@H]2Cl)c1cccc(Cl)c1,C1,C1
086481,-1,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1,C1,C1
086482,-1,O=C(Cl)CO[C@@H](c1c2ccccc2cc2ccccc12)C(F)(F)F,C1,C1
086483,-1,COc1ccc2c(c1O)[C@]1(CO)CCN(C)[C@H](C2)[C@@H]1CCC#N,C1,C1
086484,-1,COC[C@@H]1Cc2cn(C)c3cccc(c23)N(C)[C@@H](C(C)C)C(=O)N1,C1,C1
086485,-1,COC(=O)[C@@H]1[C@H](O)[C@@H]2CCCN3CC[C@@]4(c5ccccc5N[C@@H]14)[C@H]23,C1,C1
086486,-1,CC1(C)O[C@@H](C[C@@H](CO[Si](C)(C)C(C)(C)C)OCc2ccccc2)[C@@H](C=O)O1,C1,C1
086487,-1,CC(=O)O[C@@H](C=O)[C@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,C1,C1
086488,-1,CC[C@@]12CCCN3C(=O)C[C@]4(c5ccccc5NC(=O)[C@@H]4C1)[C@]32O,C1,C1
086489,-1,COC(=O)C1=C[C@@H]2CCCN3CC[C@@]4(c5ccccc5N[C@@H]14)[C@H]23,C1,C1
086490,-1,C[C@@H]1CC[C@@H](C(C)(C)c2ccccc2)[C@H](OC(=O)[C@@H](O)CC2=CCCCC2)C1,C1,C1
086491,-1,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3ccc(Cl)c(c23)N1C,C1,C1
086492,-1,CC(C)[C@H]1C(=O)N[C@H](CO)Cc2c[nH]c3c(C=O)ccc(c23)N1C,C1,C1
086493,-1,C[C@@H](CCCP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,C1,C1
086494,-1,CCCCC[C@@H](/C=C/[C@H]1CCC(=O)[C@@H]1C/C=C\CCCC(=O)OC)OC(C)=O,C1,C1
086495,-1,COc1cc2c(cc1OC)[C@@H]1CN(C)CCc3ccc(O)c(c31)O2,C1,C1
086496,-1,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1ccc(O)c([C@@H]2C=C(C)CC[C@H]2C(=C)C)c1O,C1,C1
086497,-1,CC(=O)c1ccc2[nH]cc3c2c1N(C)[C@@H](C(C)C)C(=O)N[C@H](CO)C3,C1,C1
086498,-1,COc1cc2c(cc1OC)[C@@H]1CN(C)[C@H](C2)c2cc(OC)c(OC)cc21,C1,C1
086499,-1,CC(CCCc1ccccc1)Oc1cc(O)c2c(c1)NC(C)[C@@H]1CCC(O)CC21,C1,C1
086500,-1,COC1=CC=C2[C@H]3Cc4c(Br)cc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,C1,C1
086501,-1,CC[C@]1(O)CN2CC[C@]34C(=C(C(=O)OC)[C@H]1C[C@H]23)Nc1ccccc14,C1,C1
086502,-1,COC(=O)[C@H]1OC(C)(C)O[C@H]1C[C@@H](CO[Si](C)(C)C(C)(C)C)OCc1ccccc1,C1,C1
086503,-1,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)[C@@H]1O)Nc1ccccc14)[C@@H]32,C1,C1
086504,-1,CC(=NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])[C@@H]1CC[C@@H](C)[C@H]1C(=O)O,C1,C1
086505,-1,C[C@@H]1CC[C@@H](C(C)(C)c2ccccc2)[C@H](OC(=O)CN=C(c2ccccc2)c2ccccc2)C1,C1,C1
086506,-1,COC(=O)[C@@H]1[C@H](OS(C)(=O)=O)[C@@H]2CCCN3CC[C@@]4(c5ccccc5N[C@@H]14)[C@H]23,C1,C1
086507,-1,COC(=O)[C@H](C)OC(=O)C1=C(C(=O)O[C@@H](C)C(=O)OC)C2=COC=C1CCCCCC2,C1,C1
086508,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=C(C(=O)O[C@@H]2C[C@H](C)CC[C@H]2C(C)C)C2=COC=C1CCCCCC2,C1,C1
086509,-1,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCC(Cl)(Cl)Cl,C1,C1
086514,-1,Cc1ccc(S(=O)(=O)OCC[C@@H](COS(=O)(=O)c2ccc(C)cc2)OS(=O)(=O)c2ccc(C)cc2)cc1,C1,C1
086517,-1,COC[C@@H]1Cc2c[nH]c3c(CCNS(=O)(=O)c4cccc5c(N(C)C)cccc45)ccc(c23)N(C)[C@@H](C(C)C)C(=O)N1,C1,C1
086518,-1,C=C(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@]2(O)C3=O)O1,C1,C1
086520,-1,COCO[C@H]1O[C@](C)(c2cc(OC)c3c(OC)ccc(OC)c3c2OC)[C@H](OCOC)[C@@H](N(C)C(=O)OC)[C@@H]1OCOC,C1,C1
086521,-1,COCO[C@@H]1O[C@](C)(c2cc(OC)c3c(OC)ccc(OC)c3c2OC)[C@H](OCOC)[C@@H](N(C)C(=O)OC)[C@@H]1OCOC,C1,C1
086522,-1,CC1([C@@]2(O)CCc3c(O)c4c(c(O)c3C2)C(=O)c2ccccc2C4=O)O[C@H](COCc2ccc(Cl)cc2)[C@@H](COCc2ccc(Cl)cc2)O1,C1,C1
086523,-1,CC1([C@@]2(O)CCc3c(O)c4c(c(O)c3C2)C(=O)c2ccccc2C4=O)O[C@@H](COCc2ccc(Cl)cc2)[C@H](COCc2ccc(Cl)cc2)O1,C1,C1
086524,-1,COCO[C@H]([C@H]([C@@H](CO[Si](C)(C)C(C)(C)C)OCOC)N(C)C(=O)OC)[C@](C)(O)c1cc(OC)c2c(OC)ccc(OC)c2c1OC,C1,C1
086525,-1,COCO[C@H]([C@H]([C@@H](CO[Si](C)(C)C(C)(C)C)OCOC)N(C)C(=O)OC)[C@@](C)(O)c1cc(OC)c2c(OC)ccc(OC)c2c1OC,C1,C1
086526,-1,COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)c(O)c3c1[C@H](C2)N(C)CC3,C1,C1
086528,-1,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)[C@@H](OC(C)=O)[C@H]2c1cc2c(cc1OC)O[C@H](c1cc(OC)c(OC)c(OC)c1)[C@@H](OC(C)=O)C2,C1,C1
086529,-1,CCCCCCC[C@@H](C)Br,C1,C1
086530,-1,CC[C@@H](O)[C@@H](O)CBr,C1,C1
086531,-1,CCCCC[C@H](O)CS,C1,C1
086532,-1,CC[C@@H](C)CCC[C@@H](C)CCO,C1,C1
086533,-1,C[C@@H](C#N)C(C)(C)C,C1,C1
086534,-1,CCCCC[C@@H](O)[C@H]1CO1,C1,C1
086535,-1,C=C[C@H](C)[C@H](O)CO,C1,C1
086536,-1,CC(C)(C)[C@@H](N)C1CCCCC1,C1,C1
086537,-1,CCC[C@@H]1CC[C@@H](O)CN1C,C1,C1
086538,-1,CCCC(=O)C[C@H](O)CC,C1,C1
086539,-1,C#C[C@H](O)C(C)(C)CC=C,C1,C1
086540,-1,CC[C@H]1[C@H](O)C[C@@H]2C[C@H]1C2(C)C,C1,C1
086541,-1,C[C@H](CI)[C@H]1COC(C)(C)O1,C1,C1
086542,-1,C[C@H](CCO)OC1CCCCO1,C1,C1
086543,-1,OC1OC[C@@H](O)[C@@H](O)[C@@H]1O,C1,C1
086544,-1,CC(C)(C)[C@@H]1CC=CC(=O)C1,C1,C1
086545,-1,C=C=C1[C@@H]2CC[C@@H](C2)C1(C)C,C1,C1
086546,-1,CCCCCC[C@@H]1CCCC[C@H](CCC)O1,C1,C1
086547,-1,CC1=CC[C@H](CO)C1(C)C,C1,C1
086548,-1,C[C@@H]1C=CCC(=O)O1,C1,C1
086549,-1,C=C=C1C[C@H]2CC[C@]1(C)C2(C)C,C1,C1
086550,-1,C[C@@H]1CCCCCC(=O)O1,C1,C1
086551,-1,C[C@H]1C(=O)C[C@@H]2C=CC[C@@H]21,C1,C1
086552,-1,C[C@@H]1C[C@@]1(O)C(=O)O,C1,C1
086553,-1,COC(=O)[C@H](C)[C@H](O)C(C)(C)C,C1,C1
086554,-1,COC(=O)[C@@H]1CC=C(C)C1,C1,C1
086555,-1,COC[C@@H]1CCCN1N[C@@H](C)C(C)(C)C,C1,C1
086556,-1,COC[C@@H]1CCCN1N[C@H](C)C(C)(C)C,C1,C1
086557,-1,[2H][C@@]1(C=O)C[C@@]1([2H])C=O,C1,C2
086558,-1,C=C[C@H]1O[C@@]2(C)CCC[C@@H]1O2,C1,C1
086559,-1,CC(=O)CC[C@@H]1CCOC1(C)C,C1,C1
086560,-1,COC(=O)[C@]1(O)C[C@H]1C,C1,C1
086561,-1,CCC[C@H](C)[C@@H](O)[C@@H](C)C(=O)OC,C1,C1
086562,-1,CCOC(=O)C[C@@H](C)/C=C/C(C)C,C1,C1
086563,-1,CC1=CC2[C@H](C(C)C)CC=C(C)[C@H]2CC1,C1,C1
086564,-1,O=C1C[C@@H]2C=C[C@@H](Br)[C@@H]2O1,C1,C1
086565,-1,COC(=O)/C=C(\C)CCC[C@H](C)CO,C1,C1
086566,-1,CN[C@H]1[C@@H](O)[C@H](O)[C@@H](N)[C@H](O)[C@@H]1O,C1,C1
086567,-1,CCCC[C@@H](NN1CCC[C@H]1COC)C(C)C,C1,C1
086568,-1,O=C1CCC[C@@]23CCC[C@@H]2C[C@@H]13,C1,C1
086569,-1,C[C@@H](O)CCCCCCCCCCC(=O)O,C1,C1
086570,-1,C=C[C@@H]1CO[C@@H]2C[C@H]1CCO2,C1,C1
086571,-1,C/C=C1/C(=O)NC(=O)[C@@H]1C,C1,C1
086572,-1,C=C(C)[C@H]1CCC(C)C(=O)C1,C1,C1
086573,-1,CCCC[C@@H](NN1CCC[C@H]1COC)C(C)(C)C,C1,C1
086574,-1,C[C@H](CO)[C@@H](O)/C=C/c1ccccc1,C1,C1
086575,-1,CCCCC/C=C\C[C@H]1CCC(=O)O1,C1,C1
086576,-1,CCC(=O)[C@H](C)CC(=O)OC(C)(C)C,C1,C1
086577,-1,C/C1=C/[C@@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C,C1,C1
086578,-1,O=C1C[C@H]2[C@@H](O1)[C@H](Br)C[C@@H]2O,C1,C1
086579,-1,CO[P@](=O)(SC)c1ccccc1,C1,C1
086580,-1,C[C@H](NC=O)C(=O)c1ccccc1,C1,C1
086581,-1,CCCCCCCCC=C=CCC(=O)OCC,C1,C1
086582,-1,O[C@H]1CNCc2ccccc21,C1,C1
086583,-1,CC(=O)O[C@@H](CC(=O)O)C(Cl)(Cl)Cl,C1,C1
086584,-1,CC1=CC2[C@H](C(C)C)CC[C@](C)(O)[C@H]2CC1,C1,C1
086585,-1,CCCC(=O)O[C@H]1C[C@H]2C=C[C@@H]1C2,C1,C1
086586,-1,CC1(C)O[C@H]2[C@@H]3CC(=O)[C@@H](C3)[C@H]2O1,C1,C1
086587,-1,O=C1CCC[C@H]2CC[C@@H]3CCCC[C@H]3[C@H]12,C1,C1
086588,-1,O=C(O)[C@@](O)(CO)c1ccccc1,C1,C1
086589,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OP(C)(=O)S,C1,C1
086590,-1,CS(=O)(=O)OC[C@@H]1C=CC(=O)O1,C1,C1
086591,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)/C=C\Cl,C1,C1
086592,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)/C=C/Cl,C1,C1
086593,-1,C=C1[C@@H](OCOC)C[C@@H]2C[C@]12C=O,C1,C1
086594,-1,CCOC(=O)C(C(=O)OCC)[C@@H](C)CC(C)C,C1,C1
086595,-1,C[C@H](CCO)CCOCc1ccccc1,C1,C1
086596,-1,COC(=O)/C=C1\C[C@@H]1C(=O)OC,C1,C1
086597,-1,CSP(C)(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,C1,C1
086598,-1,COC(=O)[C@H]1[C@H]2C[C@H]2[C@@H]1C(OC)OC,C1,C1
086599,-1,COC(=O)[C@H]1[C@@H]2C[C@@H]2[C@@H]1C(OC)OC,C1,C1
086600,-1,Br[C@@H]1CC1(c1ccccc1)c1ccccc1,C1,C1
086601,-1,COC1(OC)c2ccccc2CC[C@H]1O,C1,C1
086602,-1,CC(C)=CCC[C@@](C)(O)[C@H]1CCC(C)=CC1=O,C1,C1
086603,-1,COC(=O)C[C@@H]1CC(=O)C[C@@H]1CC(=O)O,C1,C1
086604,-1,CC(=O)OCCCCCCCCC[C@@H]1C=CCC1,C1,C1
086605,-1,CC(C)(C)[P@](O[Si](C)(C)C)c1ccccc1,C1,C1
086606,-1,CC1(C)C=C(CO)CC[C@@H]1OC1CCCCO1,C1,C1
086607,-1,O[C@@H]1c2c(ccc3ccccc23)CC[C@H]1Br,C1,C1
086608,-1,C[C@@H]1Oc2ccccc2O[C@@H]1c1ccccc1,C1,C1
086609,-1,COC(=O)C[C@H]1CC[C@@H](O)[C@H]1C(=O)OC,C1,C1
086610,-1,CCNC(=O)[C@@]12CC[C@@](C)(C(=O)O1)C2(C)C,C1,C1
086611,-1,Cc1ccc(SC[C@@H](O)c2ccccc2)cc1,C1,C1
086612,-1,C[C@@H]1C=CC[C@H](C(=O)O)[C@]1(C)C(=O)O,C1,C1
086613,-1,[2H][C@@]1(C(=O)OC)C[C@@]1([2H])C(=O)OC,C2,C2
086614,-1,C=C(CCCC)OC(=O)[C@H](O)c1ccccc1,C1,C1
086615,-1,CC(/C=C/[C@@]1(C)[C@H](C)CCC2(OCCO2)[C@@H]1C)=C\CO,C1,C1
086616,-1,CCCNC(=O)[C@@]12CC[C@@](C)(C(=O)O1)C2(C)C,C1,C1
086617,-1,O=C1C=C2CCC(=O)[C@]2(Sc2ccccc2)CC1,C1,C1
086618,-1,O=S(=O)(C[C@@H](Cl)c1ccccc1)c1ccccc1,C1,C1
086619,-1,C/C(=C\CO)CC[C@@H]1O[C@@]1(C)COCc1ccccc1,C1,C1
086620,-1,O=C1C[C@@H](O)[C@@H]2CCO[C@@H](SCc3ccccc3)[C@H]12,C1,C1
086621,-1,O[C@@H]1c2c(ccc3c2ccc2ccccc23)CC[C@@H]1O,C1,C1
086622,-1,CCCC[C@@H](NN1CCC[C@H]1COC)c1ccccc1,C1,C1
086623,-1,CCCC[C@H](NN1CCC[C@H]1COC)c1ccccc1,C1,C1
086624,-1,CC(=O)O[C@@H](C[C@@H]1CCCCN1C)c1ccccc1,C1,C1
086625,-1,O[C@H]1c2ccccc2CC[C@@H]1NCc1ccccc1,C1,C1
086626,-1,COc1ccc([S@@](=O)O[C@H]2C[C@@H](C)CC[C@@H]2C(C)C)cc1,C1,C1
086627,-1,CCOC(=O)[C@](F)(Sc1ccccc1)[N+](=O)[O-],C1,C1
086628,-1,Cc1ccc(S(=O)(=O)C[C@@H](Cl)c2ccccc2)cc1,C1,C1
086629,-1,Cc1cc2cccc([C@@]3(C)OC(=O)c4ccccc43)c2cc1C,C1,C1
086630,-1,CC1(C)OC2[C@@H](COCc3ccccc3)OC(=O)[C@@H]2O1,C1,C1
086631,-1,COC(=O)C1=C[C@]2(Br)CCCCCC[C@@]1(Br)C1O[C@@H]12,C1,C1
086632,-1,Cc1ccc2c(C)ccc([C@@H]3OC(=O)c4ccccc43)c2c1,C1,C1
086633,-1,CC(=O)O[C@H](/C=C/c1ccccc1)C[C@@H]1CC=CC(=O)O1,C1,C1
086634,-1,CC(C)=CC[C@@]1(C(=O)O)CC(=O)c2ccccc2[C@H]1O,C1,C1
086635,-1,O=S(=O)(C[C@@H](Cl)c1ccccc1)c1ccc(Cl)cc1,C1,C1
086636,-1,C=C[C@H](O)[C@@H](O)COS(=O)(=O)c1ccc(C)cc1,C1,C1
086637,-1,CC(C)(C)P(=O)(/C=C/[P@](C)(=O)c1ccccc1)c1ccccc1,C1,C1
086638,-1,Cc1c2c(c(C)c3ccccc13)[C@@H](O)[C@@H](O)c1ccccc1-2,C1,C1
086639,-1,COC(=O)[C@@]1(CC=C(C)C)CC(=O)c2ccccc2C1=O,C1,C1
086640,-1,COC(=O)[C@]1(CC=C(C)C)CC(=O)c2ccccc2[C@H]1O,C1,C1
086641,-1,C[C@@H]1CC[C@@H](C(C)(C)c2ccccc2)[C@H](OC(=O)/C=C/Cl)C1,C1,C1
086642,-1,COC(=O)[C@H](NC(=O)OCc1ccccc1)C1CCCCC1,C1,C1
086643,-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H]1NC(=O)[C@@H]1[C@@H](C)O,C1,C1
086644,-1,COc1ccc(OC)c(CC[C@@]2(C=O)COC(C)(C)O2)c1,C1,C1
086645,-1,O=C1NC(=O)[C@@]2(CCOc3ccc(Cl)cc32)O1,C1,C1
086646,-1,C1=C2CCCN[C@@H]2[C@@]2([C@@H]3CCCCN3)CC1[C@@H]1CCCCN1C2,C1,C1
086647,-1,CC(=O)OCCC[C@@]1(C)[C@@H](OC(C)=O)CCCC12OCCO2,C1,C1
086648,-1,COc1ccc([C@]2(CCN(C)C)C=CC(=O)CC2)cc1OC,C1,C1
086649,-1,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)N[C@@H](C(=O)O)C(C)C,C1,C1
086650,-1,COc1ccc(S(=O)(=O)C[C@@H](Cl)c2ccccc2)cc1,C1,C1
086651,-1,Cc1cc2cccc([C@@]3(C(C)C)OC(=O)c4ccccc43)c2cc1C,C1,C1
086652,-1,Cc1ccc(S(=O)(=O)OC[C@@H](C)[C@H]2COC(C)(C)O2)cc1,C1,C1
086653,-1,CC1(C)C=C2C(S(=O)c3ccccc3)=C3CC[C@@]3(C)C[C@@H]2C1,C1,C1
086654,-1,CCOc1ccc(Br)c(OCC)c1C(=O)NC[C@@H]1CCCN1CC,C1,C1
086655,-1,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)O)C(C)CC,C1,C1
086657,-1,Cc1ccc(S(=O)(=O)O[C@H](C)CCOCc2ccccc2)cc1,C1,C1
086658,-1,CN1C[C@@H](c2cncn2C)[C@H]([C@H](O)c2ccccc2)C1=O,C1,C1
086659,-1,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](C(=O)OC)C(C)CC,C1,C1
086660,-1,CCCC[C@]1(c2ccc(C)c3ccc(C)cc23)OC(=O)c2ccccc21,C1,C1
086661,-1,C#Cc1cccc2c1[C@@H]1c3cc4ccccc4cc3[C@H]2c2c(C#C)cccc21,C2,C2
086662,-1,CCN[C@@H]1N([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC(=O)[C@]1(C)O,C1,C1
086663,-1,Oc1ccc([C@H]2Oc3cc(O)c(Br)c(O)c3C[C@H]2O)cc1O,C1,C1
086664,-1,COc1ccc2c(c1)O[C@H](c1ccc(OC)c(OC)c1)CC2=O,C1,C1
086665,-1,COC(=O)CN1C(=O)[C@H](C)N(C(=O)OCc2ccccc2)[C@H]1C(C)(C)C,C1,C1
086666,-1,COC1=C[C@@]23CCN(C)[C@@H](Cc4cc(OC)c(OC)cc42)[C@@H]3CC1=O,C1,C1
086667,-1,Oc1ccc([C@H]2Oc3c(Br)c(O)cc(O)c3C[C@H]2O)cc1O,C1,C1
086668,-1,CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)N[C@H](Cc1ccccc1)C(=O)O,C1,C1
086669,-1,CS(=O)(=O)N[C@@H](Cc1ccccc1)C(=O)O[C@@H]1C=C[C@H](O)C1,C1,C1
086670,-1,COC1=CC(=O)O[C@@H](C(CC(C)C)N(Cc2ccccc2)Cc2ccccc2)C1,C1,C1
086671,-1,CCOCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,C1,C1
086672,-1,COC(=O)[C@@]12CCC(=O)N1CCc1c2[nH]c2ccccc12,C1,C1
086673,-1,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@H]3COC(=O)[C@@H]32)ccc1O,C1,C1
086674,-1,CC[C@@]1(C(=O)C(=O)O)CCCN2CCc3c([nH]c4ccccc34)[C@@H]21,C1,C1
086675,-1,C[C@@H](N[C@H]1[C@H](O)[C@H]2OC(=O)N(C)[C@H]2[C@@H]2OC(C)(C)O[C@H]12)c1ccccc1,C1,C1
086676,-1,N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(O)(c1ccccc1)c1ccccc1,C1,C1
086677,-1,COC(=O)[C@H](C)N1C(=O)[C@H](C)N(C(=O)OCc2ccccc2)[C@H]1C(C)(C)C,C1,C1
086678,-1,COC(=O)[C@H](C)N1C(=O)CN(C(=O)OCc2ccccc2)[C@H]1C(C)(C)C,C1,C1
