idx,n_centers,rot633,rot589,rot355,rot589_sign,rot589_abs,rot633_sign,rot633_abs,rot355_sign,rot355_abs,point_group,is_point_group_chiral
115089,1,-66.72,-74.93,-66.83,-1.0,74.93,-1.0,66.72,-1.0,66.83,C1,True
105745,0,-23.96,-27.85,-84.86,-1.0,27.85,-1.0,23.96,-1.0,84.86,C1,True
022310,1,184.99,219.96,949.26,1.0,219.96,1.0,184.99,1.0,949.26,C1,True
004882,0,0.02,0.03,0.08,1.0,0.03,1.0,0.02,1.0,0.08,Cs,False
082606,6,-54.53,-64.18,-232.88,-1.0,64.18,-1.0,54.53,-1.0,232.88,C1,True
059082,3,2.65,2.91,-19.04,1.0,2.91,1.0,2.65,-1.0,19.04,C1,True
126892,0,475.17,578.32,5701.37,1.0,578.32,1.0,475.17,1.0,5701.37,C1,True
051189,4,274.77,331.3,2174.83,1.0,331.3,1.0,274.77,1.0,2174.83,C1,True
085719,2,-156.0,-182.11,-589.94,-1.0,182.11,-1.0,156.0,-1.0,589.94,C1,True
133372,0,51.72,63.14,499.69,1.0,63.14,1.0,51.72,1.0,499.69,C1,True
092480,3,43.91,51.26,166.13,1.0,51.26,1.0,43.91,1.0,166.13,C1,True
109729,3,97.58,114.19,386.06,1.0,114.19,1.0,97.58,1.0,386.06,C1,True
072014,4,-92.8,-110.07,-471.21,-1.0,110.07,-1.0,92.8,-1.0,471.21,C1,True
061540,1,-179.12,-215.22,-1204.95,-1.0,215.22,-1.0,179.12,-1.0,1204.95,C1,True
023884,0,-0.25,-0.29,-1.04,-1.0,0.29,-1.0,0.25,-1.0,1.04,C1,True
070845,6,-50.13,-59.06,-216.3,-1.0,59.06,-1.0,50.13,-1.0,216.3,C1,True
031283,0,-17.71,-20.49,-56.11,-1.0,20.49,-1.0,17.71,-1.0,56.11,C1,True
090040,1,85.42,102.81,585.89,1.0,102.81,1.0,85.42,1.0,585.89,C1,True
109464,1,80.35,93.28,273.2,1.0,93.28,1.0,80.35,1.0,273.2,C1,True
033373,0,-228.37,-267.55,-917.61,-1.0,267.55,-1.0,228.37,-1.0,917.61,C1,True
096872,2,94.21,111.1,412.79,1.0,111.1,1.0,94.21,1.0,412.79,C1,True
032184,0,-223.37,-266.69,-1435.93,-1.0,266.69,-1.0,223.37,-1.0,1435.93,C1,True
051231,3,100.56,117.99,411.48,1.0,117.99,1.0,100.56,1.0,411.48,C1,True
126080,1,47.63,56.96,277.09,1.0,56.96,1.0,47.63,1.0,277.09,C1,True
082434,3,44.84,52.23,164.54,1.0,52.23,1.0,44.84,1.0,164.54,C1,True
088847,3,-150.26,-175.44,-569.23,-1.0,175.44,-1.0,150.26,-1.0,569.23,C1,True
063634,3,6.47,8.15,52.69,1.0,8.15,1.0,6.47,1.0,52.69,C1,True
012622,2,129.6,151.19,223.49,1.0,151.19,1.0,129.6,1.0,223.49,C1,True
074298,1,-43.41,-56.02,-782.87,-1.0,56.02,-1.0,43.41,-1.0,782.87,C1,True
060737,1,150.41,178.07,716.24,1.0,178.07,1.0,150.41,1.0,716.24,C1,True
012193,3,69.16,80.58,253.69,1.0,80.58,1.0,69.16,1.0,253.69,C1,True
063274,1,122.71,144.94,565.32,1.0,144.94,1.0,122.71,1.0,565.32,C1,True
109059,2,23.53,26.96,78.31,1.0,26.96,1.0,23.53,1.0,78.31,C1,True
001023,0,0.05,0.06,0.25,1.0,0.06,1.0,0.05,1.0,0.25,Cs,False
017345,4,0.01,0.01,0.03,1.0,0.01,1.0,0.01,1.0,0.03,Ci,False
016649,2,41.92,51.16,291.33,1.0,51.16,1.0,41.92,1.0,291.33,C1,True
017448,5,34.58,40.29,127.57,1.0,40.29,1.0,34.58,1.0,127.57,C1,True
021240,0,130.36,152.79,536.36,1.0,152.79,1.0,130.36,1.0,536.36,C1,True
081025,3,-83.37,-97.3,-312.46,-1.0,97.3,-1.0,83.37,-1.0,312.46,C1,True
012491,0,-89.32,-106.49,-686.17,-1.0,106.49,-1.0,89.32,-1.0,686.17,C1,True
034505,3,-281.81,-342.68,-2568.22,-1.0,342.68,-1.0,281.81,-1.0,2568.22,C1,True
077118,2,-69.05,-79.88,-207.67,-1.0,79.88,-1.0,69.05,-1.0,207.67,C1,True
075466,0,-0.14,-0.17,-0.61,-1.0,0.17,-1.0,0.14,-1.0,0.61,Cs,False
055774,2,60.7,70.78,226.32,1.0,70.78,1.0,60.7,1.0,226.32,C1,True
059920,1,-83.37,-98.38,-381.86,-1.0,98.38,-1.0,83.37,-1.0,381.86,C1,True
083373,3,57.84,67.16,201.68,1.0,67.16,1.0,57.84,1.0,201.68,C1,True
132126,0,0.03,0.03,0.41,1.0,0.03,1.0,0.03,1.0,0.41,Cs,False
022742,1,-21.47,-25.14,-82.67,-1.0,25.14,-1.0,21.47,-1.0,82.67,C1,True
030742,0,-23.63,-27.21,-69.51,-1.0,27.21,-1.0,23.63,-1.0,69.51,C1,True
126361,0,-0.01,-0.01,0.03,-1.0,0.01,-1.0,0.01,1.0,0.03,Cs,False
039520,3,-368.68,-438.11,-1851.11,-1.0,438.11,-1.0,368.68,-1.0,1851.11,C1,True
102303,2,-43.13,-50.35,-162.91,-1.0,50.35,-1.0,43.13,-1.0,162.91,C1,True
072533,2,-33.47,-39.3,-139.05,-1.0,39.3,-1.0,33.47,-1.0,139.05,C1,True
002280,1,-394.08,-473.87,-3026.24,-1.0,473.87,-1.0,394.08,-1.0,3026.24,C1,True
009035,0,332.82,385.66,521.6,1.0,385.66,1.0,332.82,1.0,521.6,C1,True
020988,0,-24.77,-28.83,-90.55,-1.0,28.83,-1.0,24.77,-1.0,90.55,C1,True
017962,0,-281.49,-332.95,-1325.33,-1.0,332.95,-1.0,281.49,-1.0,1325.33,C1,True
112106,1,119.02,141.42,586.94,1.0,141.42,1.0,119.02,1.0,586.94,C1,True
011699,2,-338.07,-402.6,-1922.59,-1.0,402.6,-1.0,338.07,-1.0,1922.59,C1,True
089868,1,-123.44,-143.8,-452.05,-1.0,143.8,-1.0,123.44,-1.0,452.05,C1,True
093138,3,91.18,108.59,469.89,1.0,108.59,1.0,91.18,1.0,469.89,C1,True
133143,0,-156.1,-184.44,-807.92,-1.0,184.44,-1.0,156.1,-1.0,807.92,C1,True
012369,2,-212.13,-250.06,-937.06,-1.0,250.06,-1.0,212.13,-1.0,937.06,C1,True
002291,0,63.27,73.61,226.73,1.0,73.61,1.0,63.27,1.0,226.73,C1,True
038262,3,-40.44,-47.08,-146.43,-1.0,47.08,-1.0,40.44,-1.0,146.43,C1,True
062375,3,0.03,0.03,0.13,1.0,0.03,1.0,0.03,1.0,0.13,Cs,False
098606,3,-12.02,-13.92,-39.93,-1.0,13.92,-1.0,12.02,-1.0,39.93,C1,True
019098,5,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cs,False
036062,1,-29.57,-35.22,-147.98,-1.0,35.22,-1.0,29.57,-1.0,147.98,C1,True
080938,4,-91.86,-107.08,-339.91,-1.0,107.08,-1.0,91.86,-1.0,339.91,C1,True
011231,1,148.12,178.54,1095.93,1.0,178.54,1.0,148.12,1.0,1095.93,C1,True
126534,0,-43.39,-54.89,1727.05,-1.0,54.89,-1.0,43.39,1.0,1727.05,C1,True
129093,0,-650.12,-771.61,-3837.43,-1.0,771.61,-1.0,650.12,-1.0,3837.43,C1,True
000453,0,-127.38,-150.48,-575.37,-1.0,150.48,-1.0,127.38,-1.0,575.37,C2,True
048910,4,0.54,0.67,9.35,1.0,0.67,1.0,0.54,1.0,9.35,Cs,False
124177,0,-0.13,-0.16,-1.46,-1.0,0.16,-1.0,0.13,-1.0,1.46,C1,True
093583,1,-80.08,-94.77,-375.59,-1.0,94.77,-1.0,80.08,-1.0,375.59,C1,True
043477,2,-0.06,-0.07,-0.1,-1.0,0.07,-1.0,0.06,-1.0,0.1,Cs,False
055582,0,0.54,0.63,2.0,1.0,0.63,1.0,0.54,1.0,2.0,Cs,False
015850,2,14.08,15.74,16.87,1.0,15.74,1.0,14.08,1.0,16.87,C1,True
128232,0,-143.79,-166.96,-477.79,-1.0,166.96,-1.0,143.79,-1.0,477.79,C1,True
037364,4,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cs,False
087710,4,10.08,12.26,61.96,1.0,12.26,1.0,10.08,1.0,61.96,C1,True
048154,0,235.47,278.14,1353.0,1.0,278.14,1.0,235.47,1.0,1353.0,C1,True
009784,2,-27.68,-32.18,-98.34,-1.0,32.18,-1.0,27.68,-1.0,98.34,C1,True
125109,0,74.96,86.38,210.55,1.0,86.38,1.0,74.96,1.0,210.55,C1,True
023235,3,-269.88,-317.66,-1205.83,-1.0,317.66,-1.0,269.88,-1.0,1205.83,C1,True
087021,2,103.15,122.28,500.93,1.0,122.28,1.0,103.15,1.0,500.93,C1,True
014231,4,-25.66,-30.89,-143.62,-1.0,30.89,-1.0,25.66,-1.0,143.62,C1,True
001660,0,-0.29,-0.34,-1.64,-1.0,0.34,-1.0,0.29,-1.0,1.64,Cs,False
048707,3,-30.62,-41.91,-799.0,-1.0,41.91,-1.0,30.62,-1.0,799.0,C1,True
114598,3,26.96,31.92,153.23,1.0,31.92,1.0,26.96,1.0,153.23,C1,True
130408,0,-71.12,-83.21,-282.34,-1.0,83.21,-1.0,71.12,-1.0,282.34,C1,True
087606,2,128.03,151.38,613.45,1.0,151.38,1.0,128.03,1.0,613.45,C1,True
129462,0,18.5,21.88,88.22,1.0,21.88,1.0,18.5,1.0,88.22,C1,True
065533,3,21.98,25.7,86.18,1.0,25.7,1.0,21.98,1.0,86.18,C1,True
084926,1,129.78,153.09,682.28,1.0,153.09,1.0,129.78,1.0,682.28,C1,True
108518,2,52.03,60.81,200.3,1.0,60.81,1.0,52.03,1.0,200.3,C1,True
026859,0,74.41,95.71,1713.0,1.0,95.71,1.0,74.41,1.0,1713.0,C1,True
085914,1,-62.89,-73.69,-251.29,-1.0,73.69,-1.0,62.89,-1.0,251.29,C1,True
129147,0,383.65,496.77,-4231.81,1.0,496.77,1.0,383.65,-1.0,4231.81,C1,True
048870,4,-199.46,-242.35,-2028.73,-1.0,242.35,-1.0,199.46,-1.0,2028.73,C1,True
129117,0,-0.15,-0.18,-0.68,-1.0,0.18,-1.0,0.15,-1.0,0.68,Cs,False
019118,6,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ci,False
016517,3,-987.74,-1237.73,-78163.37,-1.0,1237.73,-1.0,987.74,-1.0,78163.37,C1,True
072906,4,24.49,29.07,116.43,1.0,29.07,1.0,24.49,1.0,116.43,C1,True
065679,3,54.12,63.35,214.29,1.0,63.35,1.0,54.12,1.0,214.29,C1,True
066800,7,-0.13,-0.15,-0.53,-1.0,0.15,-1.0,0.13,-1.0,0.53,C1,True
029450,0,0.18,0.2,0.51,1.0,0.2,1.0,0.18,1.0,0.51,Cs,False
051239,2,226.77,276.96,2254.54,1.0,276.96,1.0,226.77,1.0,2254.54,C1,True
071308,5,-0.04,-0.05,-0.16,-1.0,0.05,-1.0,0.04,-1.0,0.16,Cs,False
020779,0,0.09,0.1,2.89,1.0,0.1,1.0,0.09,1.0,2.89,Cs,False
120160,3,19.94,23.06,64.93,1.0,23.06,1.0,19.94,1.0,64.93,C1,True
029956,0,-77.91,-96.43,-1053.79,-1.0,96.43,-1.0,77.91,-1.0,1053.79,C1,True
117612,0,-97.6,-113.79,-362.51,-1.0,113.79,-1.0,97.6,-1.0,362.51,C1,True
110368,5,129.18,150.18,458.08,1.0,150.18,1.0,129.18,1.0,458.08,C1,True
108718,0,0.03,0.04,0.19,1.0,0.04,1.0,0.03,1.0,0.19,Cs,False
037068,2,-38.32,-45.03,-159.55,-1.0,45.03,-1.0,38.32,-1.0,159.55,C1,True
050906,2,174.69,204.03,667.16,1.0,204.03,1.0,174.69,1.0,667.16,C1,True
026773,0,124.42,150.67,938.6,1.0,150.67,1.0,124.42,1.0,938.6,C1,True
062447,3,-41.32,-47.91,-138.98,-1.0,47.91,-1.0,41.32,-1.0,138.98,C1,True
018206,3,-122.9,-143.95,-490.64,-1.0,143.95,-1.0,122.9,-1.0,490.64,C1,True
017972,0,0.01,0.01,0.03,1.0,0.01,1.0,0.01,1.0,0.03,Cs,False
076479,3,-58.53,-68.29,-220.04,-1.0,68.29,-1.0,58.53,-1.0,220.04,C1,True
028941,0,117.15,138.22,528.67,1.0,138.22,1.0,117.15,1.0,528.67,C1,True
108388,3,-135.87,-157.91,-474.33,-1.0,157.91,-1.0,135.87,-1.0,474.33,C1,True
010044,1,-103.68,-120.88,-384.58,-1.0,120.88,-1.0,103.68,-1.0,384.58,C1,True
092975,2,-184.05,-215.92,-751.91,-1.0,215.92,-1.0,184.05,-1.0,751.91,C1,True
051018,0,-433.88,-522.78,-3447.99,-1.0,522.78,-1.0,433.88,-1.0,3447.99,C1,True
008136,2,40.25,46.74,128.8,1.0,46.74,1.0,40.25,1.0,128.8,C1,True
100456,1,-114.97,-134.31,-437.34,-1.0,134.31,-1.0,114.97,-1.0,437.34,C1,True
077721,3,-43.37,-51.15,-191.48,-1.0,51.15,-1.0,43.37,-1.0,191.48,C1,True
003180,0,0.13,0.15,0.41,1.0,0.15,1.0,0.13,1.0,0.41,Cs,False
089542,4,-37.52,-43.34,-118.66,-1.0,43.34,-1.0,37.52,-1.0,118.66,C1,True
012605,0,0.18,0.21,0.62,1.0,0.21,1.0,0.18,1.0,0.62,Cs,False
034055,2,5.52,7.04,50.44,1.0,7.04,1.0,5.52,1.0,50.44,C1,True
078197,4,-102.6,-121.43,-484.09,-1.0,121.43,-1.0,102.6,-1.0,484.09,C1,True
080296,3,1.54,1.36,-19.46,1.0,1.36,1.0,1.54,-1.0,19.46,C1,True
101541,1,-49.25,-57.92,-231.72,-1.0,57.92,-1.0,49.25,-1.0,231.72,C1,True
077087,2,31.7,38.52,301.93,1.0,38.52,1.0,31.7,1.0,301.93,C1,True
054906,1,92.86,110.39,537.42,1.0,110.39,1.0,92.86,1.0,537.42,C1,True
002186,1,-18.74,-20.78,43.88,-1.0,20.78,-1.0,18.74,1.0,43.88,C1,True
074221,0,-152.27,-175.66,-317.18,-1.0,175.66,-1.0,152.27,-1.0,317.18,C1,True
050097,2,-130.84,-155.32,-763.63,-1.0,155.32,-1.0,130.84,-1.0,763.63,C1,True
071567,4,9.69,14.38,403.86,1.0,14.38,1.0,9.69,1.0,403.86,C1,True
021939,0,-30.14,-35.38,-124.29,-1.0,35.38,-1.0,30.14,-1.0,124.29,C1,True
107380,2,16.57,19.5,67.93,1.0,19.5,1.0,16.57,1.0,67.93,C1,True
108802,1,-94.41,-110.69,-398.14,-1.0,110.69,-1.0,94.41,-1.0,398.14,C1,True
047260,0,-277.25,-346.91,-8525.86,-1.0,346.91,-1.0,277.25,-1.0,8525.86,C1,True
035055,3,-20.58,-23.86,-70.1,-1.0,23.86,-1.0,20.58,-1.0,70.1,C1,True
002374,2,69.47,81.13,262.25,1.0,81.13,1.0,69.47,1.0,262.25,C1,True
062180,1,-54.57,-63.58,-201.91,-1.0,63.58,-1.0,54.57,-1.0,201.91,C1,True
092142,5,45.66,53.51,183.7,1.0,53.51,1.0,45.66,1.0,183.7,C1,True
061340,1,-72.3,-83.55,-168.69,-1.0,83.55,-1.0,72.3,-1.0,168.69,C1,True
083857,3,82.23,95.71,289.07,1.0,95.71,1.0,82.23,1.0,289.07,C1,True
005879,0,58.76,68.61,224.82,1.0,68.61,1.0,58.76,1.0,224.82,C1,True
083345,4,105.18,122.21,370.21,1.0,122.21,1.0,105.18,1.0,370.21,C1,True
059004,3,59.87,69.65,221.02,1.0,69.65,1.0,59.87,1.0,221.02,C1,True
038459,2,117.94,137.7,447.31,1.0,137.7,1.0,117.94,1.0,447.31,C1,True
095969,2,68.93,80.47,261.16,1.0,80.47,1.0,68.93,1.0,261.16,C1,True
085218,2,112.32,131.09,424.89,1.0,131.09,1.0,112.32,1.0,424.89,C1,True
121986,1,179.64,214.27,1148.98,1.0,214.27,1.0,179.64,1.0,1148.98,C1,True
026323,1,-77.28,-90.33,-302.22,-1.0,90.33,-1.0,77.28,-1.0,302.22,C1,True
055535,0,-141.83,-173.96,-1348.87,-1.0,173.96,-1.0,141.83,-1.0,1348.87,C1,True
012774,3,6.61,7.79,28.42,1.0,7.79,1.0,6.61,1.0,28.42,C1,True
109445,2,13.66,11.84,-422.94,1.0,11.84,1.0,13.66,-1.0,422.94,C1,True
093497,2,86.91,101.83,348.67,1.0,101.83,1.0,86.91,1.0,348.67,C1,True
030618,0,0.56,0.65,1.55,1.0,0.65,1.0,0.56,1.0,1.55,C1,True
061210,1,36.31,41.81,107.87,1.0,41.81,1.0,36.31,1.0,107.87,C1,True
036133,2,-68.39,-81.24,-332.88,-1.0,81.24,-1.0,68.39,-1.0,332.88,C1,True
053987,1,-408.71,-500.51,-4136.09,-1.0,500.51,-1.0,408.71,-1.0,4136.09,C1,True
115734,3,15.3,18.32,79.69,1.0,18.32,1.0,15.3,1.0,79.69,C1,True
054889,1,88.19,106.82,596.12,1.0,106.82,1.0,88.19,1.0,596.12,C1,True
048532,4,-4.54,-5.36,25.04,-1.0,5.36,-1.0,4.54,1.0,25.04,C1,True
080320,3,-374.16,-451.75,-2490.2,-1.0,451.75,-1.0,374.16,-1.0,2490.2,C1,True
046200,3,0.01,0.01,0.09,1.0,0.01,1.0,0.01,1.0,0.09,Cs,False
011489,0,22.72,22.66,-330.42,1.0,22.66,1.0,22.72,-1.0,330.42,C1,True
009541,2,-73.68,-85.76,-267.58,-1.0,85.76,-1.0,73.68,-1.0,267.58,C1,True
077973,4,16.96,23.69,354.63,1.0,23.69,1.0,16.96,1.0,354.63,C1,True
079575,5,80.4,93.82,303.67,1.0,93.82,1.0,80.4,1.0,303.67,C1,True
059097,1,73.9,86.81,319.1,1.0,86.81,1.0,73.9,1.0,319.1,C1,True
017423,4,-28.34,-34.86,-237.1,-1.0,34.86,-1.0,28.34,-1.0,237.1,C1,True
036168,4,-69.08,-80.2,-239.21,-1.0,80.2,-1.0,69.08,-1.0,239.21,C1,True
019516,3,10.76,10.3,-75.82,1.0,10.3,1.0,10.76,-1.0,75.82,C1,True
049085,4,0.25,0.3,2.51,1.0,0.3,1.0,0.25,1.0,2.51,Cs,False
024592,0,-129.75,-153.25,-604.61,-1.0,153.25,-1.0,129.75,-1.0,604.61,C1,True
082747,5,-75.97,-88.31,-270.37,-1.0,88.31,-1.0,75.97,-1.0,270.37,C1,True
061538,1,-71.94,-88.5,-774.32,-1.0,88.5,-1.0,71.94,-1.0,774.32,C1,True
044963,2,-15.74,-19.34,-134.97,-1.0,19.34,-1.0,15.74,-1.0,134.97,C1,True
110036,2,-279.55,-337.6,-2670.95,-1.0,337.6,-1.0,279.55,-1.0,2670.95,C1,True
031210,0,-0.64,-0.75,-2.96,-1.0,0.75,-1.0,0.64,-1.0,2.96,Cs,False
117238,2,55.84,65.05,203.15,1.0,65.05,1.0,55.84,1.0,203.15,C1,True
019525,3,85.99,99.92,303.35,1.0,99.92,1.0,85.99,1.0,303.35,C1,True
033888,4,-113.59,-133.51,-475.74,-1.0,133.51,-1.0,113.59,-1.0,475.74,C1,True
007582,1,-9.06,-10.72,-40.89,-1.0,10.72,-1.0,9.06,-1.0,40.89,C1,True
130732,0,-351.86,-411.72,2645.03,-1.0,411.72,-1.0,351.86,1.0,2645.03,C1,True
036416,3,136.37,158.98,505.11,1.0,158.98,1.0,136.37,1.0,505.11,C1,True
049263,0,101.58,130.76,2171.02,1.0,130.76,1.0,101.58,1.0,2171.02,C1,True
020055,2,-95.25,-110.54,-330.46,-1.0,110.54,-1.0,95.25,-1.0,330.46,C1,True
047595,2,-96.41,-113.69,-614.62,-1.0,113.69,-1.0,96.41,-1.0,614.62,C1,True
091682,4,24.69,28.54,79.3,1.0,28.54,1.0,24.69,1.0,79.3,C1,True
078851,7,-19.83,-23.24,-79.97,-1.0,23.24,-1.0,19.83,-1.0,79.97,C1,True
091452,3,-173.02,-209.07,-1412.46,-1.0,209.07,-1.0,173.02,-1.0,1412.46,C1,True
028647,0,-0.0,-0.0,-0.02,0.0,0.0,0.0,0.0,-1.0,0.02,Cs,False
054354,0,0.05,0.05,0.15,1.0,0.05,1.0,0.05,1.0,0.15,Cs,False
069950,4,73.33,86.31,314.11,1.0,86.31,1.0,73.33,1.0,314.11,C1,True
108987,2,-153.67,-181.21,-691.81,-1.0,181.21,-1.0,153.67,-1.0,691.81,C1,True
029569,0,75.9,88.6,283.92,1.0,88.6,1.0,75.9,1.0,283.92,C1,True
076261,2,38.13,45.53,301.99,1.0,45.53,1.0,38.13,1.0,301.99,C1,True
059904,0,444.35,544.45,4482.68,1.0,544.45,1.0,444.35,1.0,4482.68,C1,True
045382,2,-29.02,-33.78,-106.69,-1.0,33.78,-1.0,29.02,-1.0,106.69,C1,True
058633,2,-50.87,-59.23,-185.75,-1.0,59.23,-1.0,50.87,-1.0,185.75,C1,True
055614,0,48.08,56.33,196.37,1.0,56.33,1.0,48.08,1.0,196.37,C1,True
077088,3,39.37,45.67,124.08,1.0,45.67,1.0,39.37,1.0,124.08,C1,True
113705,2,92.58,107.56,326.36,1.0,107.56,1.0,92.58,1.0,326.36,C1,True
100658,1,-12.04,-15.0,-145.34,-1.0,15.0,-1.0,12.04,-1.0,145.34,C1,True
072099,4,-25.64,-29.95,-98.99,-1.0,29.95,-1.0,25.64,-1.0,98.99,C1,True
098472,1,32.64,37.08,58.44,1.0,37.08,1.0,32.64,1.0,58.44,C1,True
061077,2,-312.55,-374.58,-2011.87,-1.0,374.58,-1.0,312.55,-1.0,2011.87,C1,True
071387,3,309.82,368.99,1680.29,1.0,368.99,1.0,309.82,1.0,1680.29,C1,True
130482,0,0.37,0.49,-1.66,1.0,0.49,1.0,0.37,-1.0,1.66,Cs,False
063425,0,126.51,147.63,475.12,1.0,147.63,1.0,126.51,1.0,475.12,C1,True
073084,2,14.32,17.91,114.37,1.0,17.91,1.0,14.32,1.0,114.37,C1,True
068578,2,0.28,0.33,0.99,1.0,0.33,1.0,0.28,1.0,0.99,Cs,False
012317,0,143.58,171.52,774.63,1.0,171.52,1.0,143.58,1.0,774.63,C1,True
105548,1,1.72,2.22,17.11,1.0,2.22,1.0,1.72,1.0,17.11,C1,True
007811,1,-39.46,-46.7,-191.54,-1.0,46.7,-1.0,39.46,-1.0,191.54,C1,True
030034,1,149.19,175.78,669.4,1.0,175.78,1.0,149.19,1.0,669.4,C1,True
031176,0,12.55,15.39,81.82,1.0,15.39,1.0,12.55,1.0,81.82,C1,True
066013,2,-107.38,-126.34,-459.5,-1.0,126.34,-1.0,107.38,-1.0,459.5,C1,True
010372,0,0.01,0.01,0.02,1.0,0.01,1.0,0.01,1.0,0.02,Cs,False
130322,0,80.2,95.65,295.66,1.0,95.65,1.0,80.2,1.0,295.66,C1,True
105230,3,-150.86,-175.66,-549.16,-1.0,175.66,-1.0,150.86,-1.0,549.16,C1,True
032672,0,204.27,241.08,929.2,1.0,241.08,1.0,204.27,1.0,929.2,C1,True
060331,0,-51.2,-57.22,-247.4,-1.0,57.22,-1.0,51.2,-1.0,247.4,C1,True
028219,0,-0.02,-0.03,-0.16,-1.0,0.03,-1.0,0.02,-1.0,0.16,Cs,False
109020,2,50.78,58.24,132.8,1.0,58.24,1.0,50.78,1.0,132.8,C1,True
025409,0,-0.07,-0.11,0.1,-1.0,0.11,-1.0,0.07,1.0,0.1,Cs,False
014033,1,61.68,71.56,212.18,1.0,71.56,1.0,61.68,1.0,212.18,C1,True
115186,1,-128.81,-150.93,-573.48,-1.0,150.93,-1.0,128.81,-1.0,573.48,C1,True
075032,0,-440.58,-550.36,-10136.1,-1.0,550.36,-1.0,440.58,-1.0,10136.1,C1,True
097567,1,87.27,102.44,356.13,1.0,102.44,1.0,87.27,1.0,356.13,C1,True
010003,0,116.46,142.79,1315.89,1.0,142.79,1.0,116.46,1.0,1315.89,C1,True
106966,3,-5.21,-6.36,-33.5,-1.0,6.36,-1.0,5.21,-1.0,33.5,C1,True
062874,2,-132.31,-153.13,-439.83,-1.0,153.13,-1.0,132.31,-1.0,439.83,C2,True
124333,0,-0.24,-0.29,-1.34,-1.0,0.29,-1.0,0.24,-1.0,1.34,Cs,False
099243,0,64.15,74.68,231.59,1.0,74.68,1.0,64.15,1.0,231.59,C1,True
061015,4,-141.26,-165.48,-535.63,-1.0,165.48,-1.0,141.26,-1.0,535.63,C1,True
007049,1,-12.63,-14.61,-41.25,-1.0,14.61,-1.0,12.63,-1.0,41.25,C1,True
039852,4,-130.53,-152.34,-492.26,-1.0,152.34,-1.0,130.53,-1.0,492.26,C1,True
125311,0,0.36,0.41,0.73,1.0,0.41,1.0,0.36,1.0,0.73,Cs,False
075134,0,-72.91,-89.9,-1606.69,-1.0,89.9,-1.0,72.91,-1.0,1606.69,C1,True
009006,0,0.29,0.34,1.3,1.0,0.34,1.0,0.29,1.0,1.3,Cs,False
050664,1,48.94,54.18,-122.69,1.0,54.18,1.0,48.94,-1.0,122.69,C1,True
123124,0,37.99,44.3,138.92,1.0,44.3,1.0,37.99,1.0,138.92,C1,True
005806,0,61.5,71.37,212.81,1.0,71.37,1.0,61.5,1.0,212.81,C1,True
074236,1,-284.92,-335.3,-1232.85,-1.0,335.3,-1.0,284.92,-1.0,1232.85,C1,True
074515,2,-90.14,-107.8,-558.03,-1.0,107.8,-1.0,90.14,-1.0,558.03,C1,True
062141,1,56.06,65.3,204.21,1.0,65.3,1.0,56.06,1.0,204.21,C1,True
105670,2,118.76,141.22,767.14,1.0,141.22,1.0,118.76,1.0,767.14,C1,True
060865,1,-170.49,-205.25,-1185.56,-1.0,205.25,-1.0,170.49,-1.0,1185.56,C1,True
031105,0,56.86,66.46,222.94,1.0,66.46,1.0,56.86,1.0,222.94,C1,True
118171,1,142.03,165.69,532.78,1.0,165.69,1.0,142.03,1.0,532.78,C1,True
091916,4,-36.98,-43.15,-139.31,-1.0,43.15,-1.0,36.98,-1.0,139.31,C1,True
027887,0,0.01,0.02,0.07,1.0,0.02,1.0,0.01,1.0,0.07,Cs,False
058297,1,68.77,80.03,248.18,1.0,80.03,1.0,68.77,1.0,248.18,C1,True
118563,1,139.48,167.6,1034.46,1.0,167.6,1.0,139.48,1.0,1034.46,C1,True
011778,2,-6.21,-6.56,21.59,-1.0,6.56,-1.0,6.21,1.0,21.59,C1,True
120602,2,-4.97,-3.04,227.65,-1.0,3.04,-1.0,4.97,1.0,227.65,C1,True
124885,1,-4.34,-5.7,-52.85,-1.0,5.7,-1.0,4.34,-1.0,52.85,C1,True
095071,3,23.99,27.4,64.48,1.0,27.4,1.0,23.99,1.0,64.48,C1,True
131635,0,54.77,67.19,818.22,1.0,67.19,1.0,54.77,1.0,818.22,C1,True
025124,0,-415.92,-503.88,-4150.68,-1.0,503.88,-1.0,415.92,-1.0,4150.68,C1,True
127918,0,0.22,0.27,1.53,1.0,0.27,1.0,0.22,1.0,1.53,Cs,False
005754,2,-82.27,-97.48,-404.94,-1.0,97.48,-1.0,82.27,-1.0,404.94,C1,True
075162,1,-10.1,-11.87,-42.34,-1.0,11.87,-1.0,10.1,-1.0,42.34,C1,True
008391,3,90.04,105.08,339.19,1.0,105.08,1.0,90.04,1.0,339.19,C1,True
102250,1,118.75,138.49,441.06,1.0,138.49,1.0,118.75,1.0,441.06,C1,True
019759,5,-61.45,-71.97,-244.73,-1.0,71.97,-1.0,61.45,-1.0,244.73,C1,True
108938,0,-55.03,-64.87,-241.59,-1.0,64.87,-1.0,55.03,-1.0,241.59,C1,True
079205,5,18.34,21.38,67.85,1.0,21.38,1.0,18.34,1.0,67.85,C1,True
099073,1,75.63,88.14,280.77,1.0,88.14,1.0,75.63,1.0,280.77,C1,True
