xyz,smiles_gdb9,smiles,A_GHz,B_GHz,C_GHz,mu_Debye,alpha_Bohr3,homo_Hartree,lumo_Hartree,gap_Hartree,r2_Bohr2,zpve_Hartree,U0_Hartree,U_Hartree,H_Hartree,G_Hartree,Cv_cal/mol/K
dsC7O2H10nsd/dsC7O2H10nsd_3894.xyz,OC1CC2(CC2C=O)C1,O[C@H]1C[C@@]2(C[C@H]2C=O)C1,3.4240498,0.9139654,0.8267398,3.7357,78.05,-0.24676,-0.02087,0.22589,1412.3747,0.155411,-422.540813,-422.531858,-422.530914,-422.574853,33.394
dsC7O2H10nsd/dsC7O2H10nsd_3895.xyz,CC1CC2(CC3OC23)O1,C[C@H]1C[C@]2(C[C@@H]3O[C@H]23)O1,4.1558988,1.13049,1.0617013,3.2566,75.48,-0.23562,0.07291,0.30853,1199.5288,0.155893,-422.50186,-422.493675,-422.492731,-422.534937,31.233
dsC7O2H10nsd/dsC7O2H10nsd_3896.xyz,OC1CC2(C1)OC1CC21,O[C@H]1C[C@@]2(C1)O[C@@H]1C[C@H]21,3.6750001,1.2081472,1.1159871,1.7975,74.76,-0.2354,0.054,0.2894,1190.9002,0.156003,-422.500961,-422.492779,-422.491835,-422.533773,31.874
dsC7O2H10nsd/dsC7O2H10nsd_3897.xyz,OC1CC2(CC3OC23)C1,O[C@@H]1C[C@@]2(C[C@@H]3O[C@H]23)C1,4.5397807,1.0170143,0.9748495,2.9496,75.23,-0.24671,0.0728,0.31951,1245.4089,0.156341,-422.503555,-422.495398,-422.494454,-422.536349,31.598
dsC7O2H10nsd/dsC7O2H10nsd_3898.xyz,CC1CC2(CC12)OC=O,C[C@@H]1C[C@]2(C[C@@H]12)OC=O,3.6125889,1.0706948,1.001708,1.9474,76.55,-0.2594,0.00643,0.26583,1261.0892,0.155909,-422.55299,-422.544233,-422.543289,-422.586937,32.35
dsC7O2H10nsd/dsC7O2H10nsd_3899.xyz,CC1CC2(CC=O)OC12,C[C@H]1C[C@]2(CC=O)O[C@H]12,3.9683019,0.8974886,0.825907,2.9953,76.51,-0.24695,-0.02693,0.22002,1431.1448,0.154301,-422.532151,-422.522942,-422.521998,-422.567094,33.171
dsC7O2H10nsd/dsC7O2H10nsd_3900.xyz,CC1OC2(CC=O)CC12,C[C@H]1O[C@]2(CC=O)C[C@H]12,3.8378221,0.9452956,0.8583852,3.3384,76.79,-0.23692,-0.02227,0.21465,1384.6373,0.154297,-422.528703,-422.519489,-422.518544,-422.563714,33.215
dsC7O2H10nsd/dsC7O2H10nsd_3901.xyz,OC1CC2(CC=O)CC12,O[C@@H]1C[C@@]2(CC=O)C[C@@H]12,4.1761186,0.8690521,0.8118517,2.926,76.76,-0.2393,-0.01951,0.21979,1423.2894,0.155167,-422.536588,-422.527474,-422.52653,-422.571444,33.199
dsC7O2H10nsd/dsC7O2H10nsd_3902.xyz,CC1CC2(COC12)C=O,C[C@@H]1C[C@@]2(CO[C@H]12)C=O,2.8273178,1.3705745,1.0797457,1.166,76.49,-0.25322,-0.0356,0.21762,1156.1994,0.15593,-422.533093,-422.524421,-422.523477,-422.566734,31.847
dsC7O2H10nsd/dsC7O2H10nsd_3903.xyz,CC1CC2(OCC12)C=O,C[C@H]1C[C@@]2(OC[C@H]12)C=O,2.0989468,1.6832038,1.13561,2.7411,75.98,-0.24433,-0.03796,0.20637,1131.9218,0.15553,-422.534225,-422.525488,-422.524543,-422.568073,32.091
dsC7O2H10nsd/dsC7O2H10nsd_3904.xyz,CC1OC2(CCC12)C=O,C[C@H]1O[C@@]2(CC[C@H]12)C=O,2.5000754,1.4647909,1.1305579,2.864,76.32,-0.24433,-0.03742,0.20691,1143.5681,0.15539,-422.539136,-422.530392,-422.529448,-422.572791,32.26
dsC7O2H10nsd/dsC7O2H10nsd_3905.xyz,OC1CC2(CCC12)C=O,O[C@@H]1C[C@]2(CC[C@@H]12)C=O,2.7307952,1.3007365,1.0648394,3.1731,76.54,-0.24408,-0.02453,0.21955,1172.2068,0.156025,-422.542055,-422.533358,-422.532414,-422.575938,32.391
dsC7O2H10nsd/dsC7O2H10nsd_3906.xyz,CC1CC2(CCO2)C1=O,C[C@H]1C[C@@]2(CCO2)C1=O,3.2813535,1.2103613,1.0537235,2.5554,76.41,-0.22428,-0.03401,0.19027,1213.6027,0.155397,-422.542631,-422.53354,-422.532596,-422.577358,32.568
dsC7O2H10nsd/dsC7O2H10nsd_3907.xyz,CC1CC2(COC2)C1=O,C[C@@H]1CC2(COC2)C1=O,3.3123475,1.1626596,1.0186647,3.2378,76.09,-0.23949,-0.0299,0.20959,1231.262,0.15573,-422.539225,-422.53022,-422.529276,-422.573718,32.211
dsC7O2H10nsd/dsC7O2H10nsd_3908.xyz,CC1OC2(CCC2)C1=O,C[C@H]1OC2(CCC2)C1=O,3.0429308,1.2879046,1.1186346,1.068,76.54,-0.24544,-0.02866,0.21678,1174.3696,0.155549,-422.55024,-422.541378,-422.540434,-422.584097,32.508
dsC7O2H10nsd/dsC7O2H10nsd_3909.xyz,OC1CC2(CCC2)C1=O,O[C@H]1CC2(CCC2)C1=O,3.3267756,1.1983743,1.0502346,2.3999,76.12,-0.24291,-0.02738,0.21553,1195.3821,0.155977,-422.550208,-422.541209,-422.540265,-422.584227,32.866
dsC7O2H10nsd/dsC7O2H10nsd_3910.xyz,CC1OC2(COC2)C=C1,C[C@H]1OC2(COC2)C=C1,3.8667569,1.1504854,1.0620003,2.6513,77.82,-0.23787,0.00596,0.24383,1199.3512,0.156475,-422.541195,-422.532804,-422.53186,-422.574581,31.343
dsC7O2H10nsd/dsC7O2H10nsd_3911.xyz,OC1CC2(CCO2)C=C1,O[C@H]1C[C@@]2(CCO2)C=C1,4.0763915,1.0813435,1.0095928,1.2167,77.52,-0.23549,0.00417,0.23966,1230.4998,0.157154,-422.550438,-422.542006,-422.541062,-422.584039,31.673
dsC7O2H10nsd/dsC7O2H10nsd_3912.xyz,OC1CC2(COC2)C=C1,O[C@H]1CC2(COC2)C=C1,4.1072046,1.0368667,0.96841,1.7443,77,-0.2444,0.00717,0.25157,1253.468,0.15737,-422.543523,-422.535096,-422.534152,-422.577357,31.385
dsC7O2H10nsd/dsC7O2H10nsd_3913.xyz,CC1CC2(C1)OCC2=O,C[C@H]1C[C@@]2(C1)OCC2=O,2.8277154,1.4055865,1.1192002,1.0863,76.12,-0.25306,-0.03202,0.22104,1141.3481,0.155654,-422.545557,-422.536928,-422.535984,-422.578859,32.312
dsC7O2H10nsd/dsC7O2H10nsd_3914.xyz,CC1CC2(CCC2=O)O1,C[C@@H]1C[C@@]2(CCC2=O)O1,2.9478829,1.3538168,1.1045093,2.9954,76.27,-0.22766,-0.03172,0.19594,1161.4888,0.1555,-422.549462,-422.540683,-422.539739,-422.583424,32.481
dsC7O2H10nsd/dsC7O2H10nsd_3915.xyz,CC1CC2(COC2=O)C1,C[C@H]1C[C@@]2(COC2=O)C1,3.4663246,1.1213626,0.9904734,4.065,75.53,-0.26609,0.01107,0.27716,1253.7766,0.156956,-422.575473,-422.566906,-422.565962,-422.608957,31.712
dsC7O2H10nsd/dsC7O2H10nsd_3916.xyz,OC1CC2(CCC2=O)C1,O[C@H]1C[C@@]2(CCC2=O)C1,3.3053467,1.1422193,0.9937559,1.8254,76.49,-0.23682,-0.02095,0.21587,1233.8844,0.155732,-422.555401,-422.546495,-422.54555,-422.589953,32.959
dsC7O2H10nsd/dsC7O2H10nsd_3917.xyz,CC12CC3(CC(O)C13)O2,C[C@]12C[C@@]3(C[C@H](O)[C@@H]13)O2,3.2207116,1.3445809,1.1552637,2.5233,77.23,-0.2281,0.07229,0.30039,1121.9321,0.154992,-422.444508,-422.436252,-422.435308,-422.476653,32.901
dsC7O2H10nsd/dsC7O2H10nsd_3918.xyz,CC1OC23CC(O)(C2)C13,C[C@@H]1O[C@@]23C[C@@](O)(C2)[C@@H]13,3.4032868,1.2922048,1.1474944,1.899,76.87,-0.24107,0.0623,0.30337,1129.9838,0.155907,-422.436195,-422.428177,-422.427232,-422.468062,32.337
dsC7O2H10nsd/dsC7O2H10nsd_3919.xyz,OC1CC23CC(O)(C2)C13,O[C@@H]1C[C@]23C[C@](O)(C2)[C@@H]13,3.234391,1.2895066,1.1183263,1.8798,76.95,-0.23261,0.07235,0.30496,1129.724,0.156512,-422.454378,-422.446341,-422.445397,-422.486285,32.467
dsC7O2H10nsd/dsC7O2H10nsd_3920.xyz,CC12C(O)CC11CC2O1,C[C@@]12[C@@H](O)C[C@@]31C[C@H]2O3,2.9680602,1.6001995,1.3503891,2.9946,76.37,-0.22521,0.04979,0.275,1004.4038,0.154792,-422.415338,-422.407017,-422.406073,-422.447397,33.114
dsC7O2H10nsd/dsC7O2H10nsd_3921.xyz,CC1CC23CC(O2)C13O,C[C@@H]1C[C@]23C[C@H](O2)[C@@]13O,3.08873,1.5848109,1.3689485,1.8843,76.4,-0.22065,0.05435,0.275,1009.0477,0.15564,-422.423044,-422.415132,-422.414188,-422.454637,32.282
dsC7O2H10nsd/dsC7O2H10nsd_3922.xyz,CC1OC23CC(C2)C13O,C[C@@H]1O[C@]23C[C@H](C2)[C@@]13O,3.0333532,1.6629666,1.379005,2.7152,76.39,-0.2341,0.06886,0.30296,995.0863,0.155682,-422.43006,-422.422001,-422.421057,-422.461856,32.428
dsC7O2H10nsd/dsC7O2H10nsd_3923.xyz,OC1CC23CC(C2)C13O,O[C@H]1C[C@@]23C[C@@H](C2)[C@@]13O,2.6090535,1.7244291,1.4708083,1.2981,76.58,-0.20751,0.06127,0.26878,976.0118,0.156537,-422.443892,-422.43595,-422.435006,-422.475506,32.376
dsC7O2H10nsd/dsC7O2H10nsd_3924.xyz,CC1OC23CC(C2)OC13,C[C@@H]1O[C@@]23C[C@@H](C2)O[C@@H]13,3.5861754,1.4502035,1.2831468,0.4468,75.53,-0.24097,0.06192,0.30289,1044.7459,0.157744,-422.483707,-422.476439,-422.475495,-422.514958,29.746
dsC7O2H10nsd/dsC7O2H10nsd_3925.xyz,OC1CC23CC(C2)OC13,O[C@@H]1C[C@@]23C[C@@H](C2)O[C@@H]13,3.5060854,1.423423,1.248002,1.1408,75.31,-0.23323,0.07661,0.30984,1043.526,0.15845,-422.4998,-422.492581,-422.491637,-422.530954,29.882
dsC7O2H10nsd/dsC7O2H10nsd_3926.xyz,OC1CC23CC(CC12)O3,O[C@@H]1C[C@@]23C[C@@H](C[C@@H]12)O3,3.5193402,1.3948158,1.2222286,2.6463,75.09,-0.23475,0.07098,0.30573,1055.236,0.158267,-422.498002,-422.490681,-422.489737,-422.529282,30.105
dsC7O2H10nsd/dsC7O2H10nsd_3927.xyz,CC1C2OC11CC(O)C21,C[C@@H]1[C@@H]2O[C@@]31C[C@@H](O)[C@@H]23,3.9453923,1.2887135,1.2261186,2.7342,76.91,-0.2374,0.06182,0.29922,1090.0196,0.156262,-422.438307,-422.430522,-422.429577,-422.469972,31.526
dsC7O2H10nsd/dsC7O2H10nsd_3928.xyz,CC1CC23OC(C2O)C13,C[C@@H]1C[C@]23O[C@H]([C@@H]2O)[C@@H]13,4.4019472,1.1448806,1.1000333,1.8965,77.09,-0.23813,0.07121,0.30934,1169.5171,0.156082,-422.443125,-422.435258,-422.434314,-422.474976,31.625
dsC7O2H10nsd/dsC7O2H10nsd_3929.xyz,CC1OC23CC(C2O)C13,C[C@@H]1O[C@]23C[C@H]([C@H]2O)[C@@H]13,2.9951874,1.3937571,1.2201663,2.0582,76.55,-0.24313,0.05849,0.30162,1097.4344,0.156069,-422.431099,-422.423167,-422.422223,-422.462967,31.946
dsC7O2H10nsd/dsC7O2H10nsd_3930.xyz,OC1CC23CC(C2O)C13,O[C@@H]1C[C@@]23C[C@@H]([C@H]2O)[C@@H]13,3.4580942,1.223468,1.1451735,2.4662,76.66,-0.24334,0.06659,0.30993,1128.7515,0.156857,-422.445622,-422.437672,-422.436728,-422.477491,32.093
dsC7O2H10nsd/dsC7O2H10nsd_3931.xyz,CC1OC23CC(OC2)C13,C[C@@H]1O[C@]23C[C@H](OC2)[C@@H]13,3.6345787,1.3778683,1.3315029,1.4438,74.98,-0.24585,0.06458,0.31043,1042.0257,0.158051,-422.481442,-422.47421,-422.473265,-422.512633,29.626
dsC7O2H10nsd/dsC7O2H10nsd_3932.xyz,OC1CC23CC(CO2)C13,O[C@@H]1C[C@]23C[C@H](CO2)[C@@H]13,3.567709,1.3669262,1.2860278,2.5146,75.13,-0.22528,0.06987,0.29515,1043.8423,0.158303,-422.491077,-422.483854,-422.48291,-422.522204,29.927
dsC7O2H10nsd/dsC7O2H10nsd_3933.xyz,OC1CC23CC(OC2)C13,O[C@@H]1C[C@]23C[C@H](OC2)[C@@H]13,3.5787448,1.3407093,1.2706733,1.6294,75.04,-0.23821,0.07345,0.31166,1050.327,0.158613,-422.494794,-422.487568,-422.486623,-422.525965,29.815
dsC7O2H10nsd/dsC7O2H10nsd_3934.xyz,OC1CC23CCC(O2)C13,O[C@@H]1C[C@@]23CC[C@@H](O2)[C@@H]13,3.6750184,1.3573487,1.2707172,1.6526,75.01,-0.23824,0.07479,0.31303,1053.2903,0.158211,-422.509632,-422.502285,-422.501341,-422.540951,30.067
dsC7O2H10nsd/dsC7O2H10nsd_3935.xyz,CC1CC23CC12OCO3,C[C@@H]1C[C@@]23C[C@@]12OCO3,2.6034626,1.7935107,1.5370911,1.1757,73.59,-0.22414,0.07146,0.2956,963.6273,0.157205,-422.500034,-422.492253,-422.491308,-422.531892,30.61
dsC7O2H10nsd/dsC7O2H10nsd_3936.xyz,CC1CC23COCC12O3,C[C@@H]1C[C@@]23COC[C@@]12O3,3.5099678,1.4324714,1.2573904,2.555,74.63,-0.24685,0.06655,0.3134,1060.4891,0.157375,-422.51102,-422.503179,-422.502234,-422.542975,30.511
dsC7O2H10nsd/dsC7O2H10nsd_3937.xyz,CC1OC23CC12COC3,C[C@H]1O[C@]23C[C@]12COC3,2.7563759,1.671374,1.4809983,1.3685,73.83,-0.23308,0.05871,0.29179,981.0498,0.157941,-422.506631,-422.499018,-422.498074,-422.538265,30.251
dsC7O2H10nsd/dsC7O2H10nsd_3938.xyz,CC1OC23CC12OCC3,C[C@H]1O[C@@]23C[C@@]12OCC3,3.113416,1.521275,1.4096793,0.732,73.98,-0.2255,0.05605,0.28155,1017.6412,0.156939,-422.499931,-422.492054,-422.49111,-422.531943,30.871
dsC7O2H10nsd/dsC7O2H10nsd_3939.xyz,OC1CC23CC12CCO3,O[C@@H]1C[C@]23C[C@]12CCO3,3.3274118,1.4331642,1.2899365,1.4005,73.67,-0.21904,0.06777,0.28681,1038.4785,0.158019,-422.516052,-422.508244,-422.5073,-422.547943,30.95
dsC7O2H10nsd/dsC7O2H10nsd_3940.xyz,OC1CC23CC12COC3,O[C@@H]1C[C@]23C[C@]12COC3,3.3372342,1.4191211,1.2718764,1.1638,73.97,-0.24047,0.0665,0.30697,1041.2289,0.158509,-422.523174,-422.515453,-422.514509,-422.554971,30.57
dsC7O2H10nsd/dsC7O2H10nsd_3941.xyz,OC1CC23CC12OCC3,O[C@H]1C[C@@]23C[C@@]12OCC3,3.2699467,1.4698231,1.3070898,1.3276,73.96,-0.21733,0.07169,0.28902,1031.8547,0.158015,-422.516866,-422.509084,-422.50814,-422.548738,30.874
dsC7O2H10nsd/dsC7O2H10nsd_3942.xyz,OC1CC23CCCC12O3,O[C@@H]1C[C@@]23CCC[C@@]12O3,3.440985,1.4433799,1.2490581,2.2854,74.21,-0.24972,0.0791,0.32882,1053.367,0.158306,-422.531732,-422.524099,-422.523155,-422.563448,30.58
dsC7O2H10nsd/dsC7O2H10nsd_3943.xyz,CC1CC23CC2(CO3)O1,C[C@@H]1C[C@]23C[C@]2(CO3)O1,3.4718399,1.3949881,1.3449731,1.2012,74,-0.22512,0.054,0.27912,1043.8028,0.157008,-422.498785,-422.491022,-422.490078,-422.530754,30.746
dsC7O2H10nsd/dsC7O2H10nsd_3944.xyz,CC1OC23CC2(CC3)O1,C[C@H]1O[C@]23C[C@]2(CC3)O1,2.8963748,1.6406604,1.5639367,0.9758,73.67,-0.22088,0.07516,0.29604,969.4574,0.156675,-422.50481,-422.496987,-422.496043,-422.53693,30.958
dsC7O2H10nsd/dsC7O2H10nsd_3945.xyz,OC1CC23CC2(C1)OC3,O[C@@H]1C[C@@]23C[C@]2(C1)OC3,3.4350609,1.3272038,1.2671439,1.8811,73.87,-0.22359,0.06303,0.28662,1062.09,0.157953,-422.513828,-422.506132,-422.505188,-422.545587,30.856
dsC7O2H10nsd/dsC7O2H10nsd_3946.xyz,OC1CC23CCC2(C1)O3,O[C@H]1C[C@@]23CC[C@]2(C1)O3,3.6133765,1.3117604,1.2096951,1.3848,74.51,-0.24037,0.06865,0.30902,1087.26,0.157732,-422.526976,-422.51917,-422.518225,-422.558881,31.062
dsC7O2H10nsd/dsC7O2H10nsd_3947.xyz,CC1CC23COC12CO3,C[C@H]1C[C@@]23CO[C@@]12CO3,2.6980184,1.6988971,1.521183,1.347,73.65,-0.23984,0.03526,0.2751,976.6775,0.156603,-422.466256,-422.45837,-422.457426,-422.498269,30.794
dsC7O2H10nsd/dsC7O2H10nsd_3948.xyz,CC1OC23CCC12OC3,C[C@H]1O[C@]23CC[C@]12OC3,2.6631439,1.7297515,1.5638214,1.1562,73.93,-0.23974,0.03861,0.27835,970.1472,0.156459,-422.471645,-422.463756,-422.462812,-422.50358,30.958
dsC7O2H10nsd/dsC7O2H10nsd_3949.xyz,OC1CC23CCC12CO3,O[C@@H]1C[C@@]23CC[C@@]12CO3,2.6333218,1.6545078,1.5238485,2.2957,73.86,-0.22696,0.06081,0.28777,977.579,0.156737,-422.47976,-422.471826,-422.470882,-422.511825,31.302
dsC7O2H10nsd/dsC7O2H10nsd_3950.xyz,OC1CC23CCC12OC3,O[C@@H]1C[C@@]23CC[C@@]12OC3,2.6330164,1.6753238,1.5395904,2.8823,74.05,-0.22577,0.0508,0.27657,973.7953,0.156549,-422.475114,-422.467093,-422.466149,-422.507479,31.303
dsC7O2H10nsd/dsC7O2H10nsd_3951.xyz,CC1CC23COC2C1O3,C[C@H]1C[C@]23CO[C@H]2[C@H]1O3,4.1626142,1.3824877,1.294588,2.4666,74.87,-0.24845,0.06478,0.31323,1037.8308,0.157963,-422.489147,-422.481873,-422.480929,-422.520383,29.485
dsC7O2H10nsd/dsC7O2H10nsd_3952.xyz,CC1OC23COC2C1C3,C[C@@H]1O[C@]23CO[C@H]2[C@H]1C3,3.4420903,1.4598346,1.4444276,1.2079,74.74,-0.236,0.05219,0.28819,1000.2455,0.15787,-422.474653,-422.467406,-422.466462,-422.505817,29.659
dsC7O2H10nsd/dsC7O2H10nsd_3953.xyz,OC1CC23CC1C2CO3,O[C@@H]1C[C@@]23C[C@@H]1[C@@H]2CO3,3.379344,1.4346165,1.4170065,2.559,74.34,-0.24066,0.07226,0.31292,997.8916,0.159049,-422.496531,-422.489452,-422.488508,-422.527501,29.507
dsC7O2H10nsd/dsC7O2H10nsd_3954.xyz,OC1CC23CCC2C1O3,O[C@H]1C[C@@]23CC[C@@H]2[C@@H]1O3,3.5446679,1.4228149,1.3575826,2.2253,74.4,-0.23796,0.06463,0.30259,1016.9699,0.158258,-422.507741,-422.500379,-422.499435,-422.539038,30.134
dsC7O2H10nsd/dsC7O2H10nsd_3955.xyz,OC1CC23COC2C1C3,O[C@@H]1C[C@]23CO[C@H]2[C@H]1C3,3.3864037,1.4404728,1.4098852,1.851,74.54,-0.24591,0.06472,0.31063,998.2118,0.159073,-422.497306,-422.490194,-422.489249,-422.528345,29.404
dsC7O2H10nsd/dsC7O2H10nsd_3956.xyz,CC1CC23OCC2OC13,C[C@@H]1C[C@@]23OC[C@@H]2O[C@@H]13,3.6309739,1.3699644,1.1570908,1.117,75.13,-0.22962,0.05263,0.28225,1106.9842,0.157025,-422.496673,-422.4889,-422.487956,-422.528765,30.296
dsC7O2H10nsd/dsC7O2H10nsd_3957.xyz,CC1OC23CCC2OC13,C[C@@H]1O[C@@]23CC[C@@H]2O[C@@H]13,3.5573898,1.4116224,1.1885911,0.9596,75.23,-0.22994,0.05539,0.28533,1092.3025,0.156876,-422.502017,-422.494236,-422.493292,-422.534085,30.443
dsC7O2H10nsd/dsC7O2H10nsd_3958.xyz,CC1OC23COC2CC13,C[C@H]1O[C@]23CO[C@H]2C[C@H]13,3.6109549,1.3761723,1.1702191,1.9318,75.39,-0.23998,0.06166,0.30164,1096.9702,0.157024,-422.498477,-422.490721,-422.489777,-422.530568,30.231
dsC7O2H10nsd/dsC7O2H10nsd_3959.xyz,OC1CC23CCC2OC13,O[C@@H]1C[C@@]23CC[C@@H]2O[C@@H]13,3.5998954,1.33761,1.1463047,2.4522,75.02,-0.23557,0.06031,0.29588,1104.0228,0.157074,-422.50435,-422.496453,-422.495509,-422.536642,30.852
dsC7O2H10nsd/dsC7O2H10nsd_3960.xyz,OC1CC23COC2CC13,O[C@@H]1C[C@@]23CO[C@@H]2C[C@@H]13,3.66076,1.3014355,1.1213852,2.4226,75.24,-0.23882,0.06998,0.3088,1109.7479,0.157267,-422.501292,-422.493473,-422.492529,-422.533508,30.588
dsC7O2H10nsd/dsC7O2H10nsd_3961.xyz,OC1CC23OCC2CC13,O[C@@H]1C[C@@]23OC[C@@H]2C[C@@H]13,3.5538847,1.3481293,1.1423654,2.2085,75.11,-0.22901,0.06605,0.29506,1099.3031,0.157322,-422.504365,-422.496579,-422.495635,-422.536497,30.62
dsC7O2H10nsd/dsC7O2H10nsd_3962.xyz,CC1=C2CC(O)C2OC1,C[C]1[C]2C[C@H](O)[C@@H]2OC1,2.4752568,1.5794298,1.2636715,2.5715,79.76,-0.21719,0.01437,0.23156,1082.6158,0.156313,-422.526114,-422.517431,-422.516487,-422.559292,32.4
dsC7O2H10nsd/dsC7O2H10nsd_3963.xyz,OC1CC2=C(COC2)C1,O[C@@H]1CC2=C(COC2)C1,3.6195924,1.1934632,1.0063827,2.5309,77.73,-0.22082,0.02942,0.25024,1202.7094,0.158377,-422.567533,-422.55936,-422.558416,-422.600597,30.621
dsC7O2H10nsd/dsC7O2H10nsd_3964.xyz,CC1OC2C(O)CC2=C1,C[C@@H]1O[C@@H]2[C@H](O)C[C]2[CH]1,2.8843794,1.4675976,1.3184898,2.4804,78.79,-0.22281,0.00934,0.23215,1060.7306,0.15645,-422.526788,-422.518363,-422.517419,-422.559621,32.243
dsC7O2H10nsd/dsC7O2H10nsd_3965.xyz,OC1CC2=CC(O)CC12,O[C@@H]1C[C]2[CH][C@H](O)C[C@H]12,3.1315243,1.2430653,1.1215495,1.419,78.06,-0.2409,0.005,0.2459,1148.1814,0.157428,-422.540491,-422.532258,-422.531314,-422.573168,32.294
dsC7O2H10nsd/dsC7O2H10nsd_3966.xyz,OC1CC2=CCC(O)C12,O[C@@H]1C[C]2[CH]C[C@H](O)[C@H]12,2.4850617,1.7856222,1.2670795,1.501,77.43,-0.23358,0.01524,0.24882,1028.4924,0.158058,-422.539602,-422.531597,-422.530653,-422.571777,31.634
dsC7O2H10nsd/dsC7O2H10nsd_3967.xyz,CC12OCC=C1CC2O,C[C@]12OC[CH][C]1C[C@@H]2O,2.8568817,1.5207893,1.2595072,2.3659,78.13,-0.22699,0.00415,0.23114,1059.9515,0.156076,-422.533311,-422.524708,-422.523763,-422.565981,32.934
dsC7O2H10nsd/dsC7O2H10nsd_3968.xyz,OC1CC2=CCCC12O,O[C@@H]1C[C]2[CH]CC[C@]12O,2.3387195,1.5792832,1.4912338,1.3312,77.71,-0.23042,0.01162,0.24204,1023.4767,0.156579,-422.542766,-422.534189,-422.533245,-422.575469,33.194
dsC7O2H10nsd/dsC7O2H10nsd_3969.xyz,OC1CC2=CCCOC12,O[C@@H]1C[C]2[CH]CCO[C@H]12,2.7998714,1.6210014,1.2589198,1.4296,77.48,-0.23984,0.00981,0.24965,1043.1417,0.158338,-422.540553,-422.532637,-422.531693,-422.572803,30.865
dsC7O2H10nsd/dsC7O2H10nsd_3970.xyz,OC1CC2=CCOCC12,O[C@@H]1C[C]2[CH]COC[C@H]12,3.0306012,1.4318891,1.1552752,2.5514,78.45,-0.23404,0.02184,0.25588,1099.2919,0.158211,-422.537419,-422.529464,-422.52852,-422.569675,30.977
dsC7O2H10nsd/dsC7O2H10nsd_3971.xyz,CC12CC(=O)C1CC2O,C[C@]12CC(=O)[C@H]1C[C@H]2O,2.4179475,1.4350772,1.2205301,3.9894,75.69,-0.23524,-0.01392,0.22132,1109.6,0.155418,-422.556352,-422.547534,-422.54659,-422.589701,33.513
dsC7O2H10nsd/dsC7O2H10nsd_3972.xyz,CC1CC2C(=O)CC12O,C[C@@H]1C[C@H]2C(=O)C[C@@]12O,3.0573192,1.3390813,1.0899438,3.6754,75.57,-0.23541,-0.01753,0.21788,1145.2164,0.155357,-422.556098,-422.547336,-422.546391,-422.589594,33.477
dsC7O2H10nsd/dsC7O2H10nsd_3973.xyz,CC1CC2C(=O)OC12C,C[C@H]1C[C@H]2C(=O)O[C@@]12C,2.3273316,1.5492829,1.3186738,4.295,75.03,-0.26594,0.01194,0.27788,1081.6464,0.156162,-422.582761,-422.574076,-422.573131,-422.615865,32.625
dsC7O2H10nsd/dsC7O2H10nsd_3974.xyz,CC1OC2C(=O)CC12C,C[C@@H]1O[C@H]2C(=O)C[C@@]12C,2.9507212,1.3792261,1.105635,3.9489,75.87,-0.23213,-0.03193,0.2002,1144.0253,0.155014,-422.544382,-422.535542,-422.534598,-422.577761,33.173
dsC7O2H10nsd/dsC7O2H10nsd_3975.xyz,CC1C2CC(O)C2C1=O,C[C@@H]1[C@H]2C[C@H](O)[C@H]2C1=O,2.9751947,1.2575169,0.968371,3.5826,76.48,-0.23387,-0.02056,0.21331,1232.6431,0.155956,-422.549133,-422.540295,-422.539351,-422.582868,32.938
dsC7O2H10nsd/dsC7O2H10nsd_3976.xyz,CC1CC2C(O)C(=O)C12,C[C@@H]1C[C@@H]2[C@H](O)C(=O)[C@H]12,2.3831884,1.5769754,1.2563645,1.958,74.99,-0.23941,-0.03206,0.20735,1079.7607,0.155944,-422.548983,-422.540119,-422.539174,-422.582613,32.919
dsC7O2H10nsd/dsC7O2H10nsd_3977.xyz,CC1OC2C(C)C(=O)C12,C[C@@H]1O[C@@H]2[C@@H](C)C(=O)[C@H]12,2.682999,1.4885213,1.1210012,1.7297,75.68,-0.2422,-0.02927,0.21293,1138.3658,0.155417,-422.54666,-422.537789,-422.536845,-422.580378,32.664
dsC7O2H10nsd/dsC7O2H10nsd_3978.xyz,CC1OC2C(O)CC=C12,C[C@@H]1O[C@@H]2[C@H](O)C[CH][C]12,2.7871612,1.4745206,1.2900723,2.3963,77.72,-0.23475,0.00721,0.24196,1073.6606,0.156543,-422.524782,-422.516321,-422.515377,-422.557647,32.193
dsC7O2H10nsd/dsC7O2H10nsd_3979.xyz,OC1CC2C(O)CC=C12,O[C@@H]1C[C@@H]2[C@H](O)C[CH][C]12,2.9071977,1.345792,1.1483456,0.8809,77.68,-0.23929,0.00562,0.24491,1122.1167,0.157579,-422.542072,-422.533843,-422.532899,-422.574671,32.217
dsC7O2H10nsd/dsC7O2H10nsd_3980.xyz,CC1CC2C(O1)C2C=O,C[C@H]1C[C@H]2[C@@H](O1)[C@@H]2C=O,4.8116961,0.8834403,0.8433834,3.6994,78.4,-0.23795,-0.01769,0.22026,1406.7461,0.156531,-422.560525,-422.551965,-422.551021,-422.593892,31.804
